Species,Order,Suborder,Family,Genus,Description author/s,Description year,Subspecies,Main biogeographic region,Microhabitat,Habitat type,Minimal elevation (m),Maximum elevation (m),Mean Annual Temperature (°C),Temperature Seasonality (standard deviation*100),Seasonality Precipitation (coefficient of variation × 100),Insular/endemic (yes or no),Venomous (yes or no),Diet,Diet: comments,Active time,Dorsal colour,Dorsal pattern,Foraging mode,Pupil Shape,Fangs,Maximum Longevity (years),Maximum body mass (g),"Maximum total length (""TL"", mm)","Maximum length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum female length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum male length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum juvenile length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)",Hatchling/neonate mass (g),Reproductive mode,Sex-determining mechanism (GSD or TSD),Mean number of offspring per litter or number of eggs per clutch,Smallest clutch size,Largest clutch size,Number of litters or clutches produced per year,Egg length (mm),Egg width (mm),Mean Tb,Minimum Tb,Maximum Tb,Genetic data (yes or not),IUCN redlist assessment,IUCN population trend
Hydrodynastes bicinctus,Squamata,Serpentes,Colubridae,Hydrodynastes,Hermann,1804,No,Neotropic,Aquatic,Forest/Wetlands,0,500,NA,NA,0.28999999999999998,No,Yes,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,471.59309000000002,1750,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrodynastes gigas,Squamata,Serpentes,Colubridae,Hydrodynastes,"Duméril, Bibron  & Duméril",1854,No,Neotropic,Aquatic,Forest/Grassland/Savanna/Shrubland/Wetlands,25,600,24.380839999999999,140.31319999999999,0.27,No,Yes,NA,NA,Diurnal,NA,NA,NA,round (or oval),rear-fanged,16.899999999999999,2193.550878,2750,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Hydromedusa maximiliani,Testudines,Testudines,Chelidae,Hydromedusa,Mikan,1825,No,Neotropic,Aquatic,Wetlands,NA,300,21.006450000000001,215.15899999999999,NA,No,No,NA,NA,Diurnal,Brown/Gray,Uniform,NA,round (or oval),non-fanged,100,1268,NA,200,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Unspecified
Hydromedusa tectifera,Testudines,Testudines,Chelidae,Hydromedusa,Cope,1870,No,Neotropic,Aquatic,Wetlands,NA,10,20.232610000000001,323.63330000000002,NA,No,No,Carnivorous,"Amphibians, invertebrates, fish",Nocturnal,Black,Uniform,ACT,round (or oval),non-fanged,12.4,3016,NA,NA,NA,NA,34,NA,oviparous,NA,4,NA,NA,NA,34,22,NA,NA,NA,Yes,NA,NA
Hydromorphus concolor,Squamata,Serpentes,Colubridae,Hydromorphus,Peters,1859,No,Neotropic,Aquatic,Forest/Wetlands,0,1500,NA,NA,0.34,No,NA,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,94.863316310000002,797,NA,NA,NA,NA,NA,oviparous,GSD (ZW/ZZ),NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Hydromorphus dunni,Squamata,Serpentes,Colubridae,Hydromorphus,Slevin,1942,No,Neotropic,Terrestrial,Forest/Wetlands,NA,NA,NA,NA,0.25,No,NA,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,26.49764571,482,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis annandalei,Squamata,Serpentes,Elapidae,Hydrophis,Laidlaw,1901,No,Marine,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,201.10025964154684,910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Hydrophis anomalus,Squamata,Serpentes,Elapidae,Hydrophis,Schmidt,1852,No,Marine,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,151.95795503872858,810,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Hydrophis atriceps,Squamata,Serpentes,Elapidae,Hydrophis,Günther,1864,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,391.37155627841565,1200,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis belcheri,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1849,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,ACT,NA,front-fanged,NA,217.42963840883894,940,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis bituberculatus,Squamata,Serpentes,Elapidae,Hydrophis,Peters,1873,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,331.4879764742854,1120,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis brookii,Squamata,Serpentes,Elapidae,Hydrophis,Günther,1872,No,Marine,Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,277.33153005644635,1040,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis caerulescens,Squamata,Serpentes,Elapidae,Hydrophis,Shaw,1802,"Hydrophis caerulescens caerulescens (SHAW 1802)
Hydrophis caerulescens hybridus (SCHLEGEL 1844)",Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,Fishes,NA,Gray,NA,ACT,NA,front-fanged,NA,156.51282943855503,820,NA,NA,NA,NA,NA,NA,NA,5.9,2,6,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis cantoris,Squamata,Serpentes,Elapidae,Hydrophis,Günther,1864,No,Marine,Terrestrial,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,1038.5823069566884,1800,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),4.5,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis coggeri,Squamata,Serpentes,Elapidae,Hydrophis,Kharin,1984,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,252.34807724805765,1000,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis curtus,Squamata,Serpentes,Elapidae,Hydrophis,Shaw,1802,No,Marine,Aquatic,Wetlands,NA,4,NA,NA,NA,No,Yes,Carnivorous,Fishes,NA,Brown,NA,ACT,NA,front-fanged,NA,317.41846943025496,1100,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis cyanocinctus,Squamata,Serpentes,Elapidae,Hydrophis,Daudin,1803,No,Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,Reptiles,NA,Brown/Gray/Yellow,NA,ACT,NA,front-fanged,NA,2880.5392286713918,2750,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),8,3,15,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis czeblukovi,Squamata,Serpentes,Elapidae,Hydrophis,Kharin,1984,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,391.37155627841565,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis donaldi,Squamata,Serpentes,Elapidae,Hydrophis,"Ukuwela, Sanders & Fry",2012,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,184.49784583870027,878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41499999999999998,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis elegans,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1842,No,Marine,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,1338.3792647401417,2000,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Hydrophis fasciatus,Squamata,Serpentes,Elapidae,Hydrophis,Schneider,1799,No,Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,"Amphibians, mammals, reptiles",NA,Gray,NA,ACT,NA,front-fanged,NA,317.41846943025496,1100,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),3.3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis hardwickii,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1834,No,Marine,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,252.34807724805765,1000,NA,NA,NA,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Hydrophis hendersoni,Squamata,Serpentes,Elapidae,Hydrophis,Boulenger,1903,No,Marine,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,217.42963840883894,940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Hydrophis inornatus,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1849,No,Marine,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,106.94266003624757,700,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis jerdonii,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1849,"Hydrophis jerdonii jerdonii (GRAY 1849)
Hydrophis jerdonii siamensis (SMITH 1917)",Marine,Aquatic,NA,NA,NA,NA,NA,NA,No,Yes,Carnivorous,Fishes,NA,Brown,NA,ACT,NA,front-fanged,NA,283.79362984038181,1050,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Hydrophis kingii,Squamata,Serpentes,Elapidae,Hydrophis,Boulenger,1896,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,669.65583987899629,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis klossi,Squamata,Serpentes,Elapidae,Hydrophis,Boulenger,1912,No,Marine,Terrestrial,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,586.89180445668467,1420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis laboutei,Squamata,Serpentes,Elapidae,Hydrophis,Rasmussen & Ineich,2000,No,Marine,Terrestrial,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,76.787214372030888,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis lamberti,Squamata,Serpentes,Elapidae,Hydrophis,Smith,1917,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,407.25658238980452,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis lapemoides,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1849,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,283.79362984038181,1050,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis macdowelli,Squamata,Serpentes,Elapidae,Hydrophis,Kharin,1983,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,147.48151787085797,800,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis major,Squamata,Serpentes,Elapidae,Hydrophis,Shaw,1802,No,Marine,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,474.52778748377045,1300,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),9,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis mamillaris,Squamata,Serpentes,Elapidae,Hydrophis,Daudin,1803,No,Marine,Terrestrial,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,156.51282943855503,820,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis melanocephalus,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1849,No,Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,Fishes,NA,Gray,NA,ACT,NA,front-fanged,NA,415.33793874120119,1230,NA,NA,NA,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis melanosoma,Squamata,Serpentes,Elapidae,Hydrophis,Günther,1864,No,Marine,Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,252.34807724805765,1000,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis nigrocinctus,Squamata,Serpentes,Elapidae,Hydrophis,Daudin,1803,No,Marine,Terrestrial,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,303.7043269463594,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis obscurus,Squamata,Serpentes,Elapidae,Hydrophis,Daudin,1803,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,391.37155627841565,1200,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis ocellatus,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1849,No,Marine,Terrestrial,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
Hydrophis ornatus,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1842,"Hydrophis ornatus godeffroyi (PETERS 1873)
Hydrophis ornatus maresinensis (MITTLEMAN 1947)
Hydrophis ornatus ornatus (GRAY 1842)",Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,Fishes,NA,Gray,NA,ACT,NA,front-fanged,NA,327.93714076045541,1115,NA,NA,NA,NA,NA,NA,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis pachycercos,Squamata,Serpentes,Elapidae,Hydrophis,Fischer,1855,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,324.40863824336481,1110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis pacificus,Squamata,Serpentes,Elapidae,Hydrophis,Boulenger,1896,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,11.9,567.19211126769017,1400,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Near Threatened,Decreasing
Hydrophis parviceps,Squamata,Serpentes,Elapidae,Hydrophis,Smith,1935,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,431.77988001555957,1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis peronii,Squamata,Serpentes,Elapidae,Hydrophis,Duméril,1853,No,Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,Fishes,NA,Gray,NA,ACT,NA,front-fanged,NA,415.33793874120119,1230,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Hydrophis platurus,Squamata,Serpentes,Elapidae,Hydrophis,Linnaeus,1766,"Hydrophis platurus platurus LINNAEUS 1766
Hydrophis platurus xanthos BESSESEN & GALBREATH 2017",Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,Fishes,Cathemeral,Black,NA,ACT,NA,front-fanged,3.5,185.51105355084999,880,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),4,4,5,NA,NA,NA,25,24.5,30,Yes,Least Concern,Stable
Hydrophis schistosus,Squamata,Serpentes,Elapidae,Hydrophis,Daudin,1803,No,Oriental,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,391.37155627841565,1200,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),7.75,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Hydrophis semperi,Squamata,Serpentes,Elapidae,Hydrophis,Garman,1881,No,Marine,Aquatic/Aquatic,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,106.94266003624757,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Decreasing
Hydrophis sibauensis,Squamata,Serpentes,Elapidae,Hydrophis,"Rasmussen, Auliya & Böhme",2001,No,Marine,Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,120.26897929021634,735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis spiralis,Squamata,Serpentes,Elapidae,Hydrophis,Shaw,1802,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,2880.5392286713918,2750,NA,NA,NA,NA,NA,NA,GSD (ZW/ZZ),8,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis stokesii,Squamata,Serpentes,Elapidae,Hydrophis,Gray,1846,No,Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,"Fishes, invertebrates",NA,Gray,NA,ACT,NA,front-fanged,NA,1338.3792647401417,2000,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis stricticollis,Squamata,Serpentes,Elapidae,Hydrophis,Günther,1864,No,Marine,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,283.79362984038181,1050,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis torquatus,Squamata,Serpentes,Elapidae,Hydrophis,Günther,1864,"Hydrophis torquatus aagaardi (SMITH 1920)
Hydrophis torquatus diadema (GÜNTHER 1864)
Hydrophis torquatus torquatus (GÜNTHER 1864)",Marine,Terrestrial,Wetlands,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,193.2137572901571,895,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrophis viperinus,Squamata,Serpentes,Elapidae,Hydrophis,Schmidt,1852,No,Marine,Aquatic,Marine Neritic,NA,0,NA,NA,NA,No,Yes,Carnivorous,Fishes,NA,Gray,NA,ACT,NA,front-fanged,NA,223.03895309924636,950,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrophis vorisi,Squamata,Serpentes,Elapidae,Hydrophis,Kharin,1984,No,Marine,Terrestrial,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,73.792132259022821,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Data Deficient,Unknown
Hydrophis zweifeli,Squamata,Serpentes,Elapidae,Hydrophis,Kharin,1985,No,Marine,Aquatic,Marine Neritic,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,147.48151787085797,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Hydrops caesurus,Squamata,Serpentes,Colubridae,Hydrops,"Scrocchi, Ferreira, Giraudo, Ávila & Motte",2005,No,Neotropic,Terrestrial,Wetlands,NA,NA,NA,NA,0.14000000000000001,No,NA,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,80.026827400000002,720,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Hydrops martii,Squamata,Serpentes,Colubridae,Hydrops,Wagler,1824,No,Neotropic,Terrestrial,Forest/Wetlands,NA,NA,NA,NA,0.27,No,NA,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,267.79572510794316,1160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Hydrops triangularis,Squamata,Serpentes,Colubridae,Hydrops,Wagler,1824,No,Neotropic,Aquatic,Forest/Savanna/Wetlands,0,300,25.69,1019,0.3,No,NA,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,71.267129069999996,850,NA,NA,NA,NA,NA,oviparous,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Hydrosaurus amboinensis,Squamata,Sauria,Agamidae,Hydrosaurus,Schlosser,1768,No,Australo-Pacific,Semiaquatic,Forest/Wetlands,0,800,NA,NA,17.246735000000001,Yes,No,Herbivorous,"Omnivorous (e.g., Zoffer 1996)/ mainly herbivorous butAlso take insects -Adults eat leaves, juveniles eat seeds, (WhittenAnd Henderson 2001)",Diurnal,NA,NA,NA,NA,non-fanged,24.5,1621.810097,NA,350,NA,NA,NA,NA,oviparous,NA,7.5,3,9,6,NA,NA,NA,NA,NA,Yes,NA,NA
Hydrosaurus celebensis,Squamata,Sauria,Agamidae,Hydrosaurus,Peters,1872,No,Oriental,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Hydrosaurus microlophus,Squamata,Sauria,Agamidae,Hydrosaurus,Bleeker,1860,No,Oriental,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Hydrosaurus pustulatus,Squamata,Sauria,Agamidae,Hydrosaurus,Eschscholtz,1829,No,Oriental,Semiaquatic,Forest/Wetlands,0,600,25.69,1019,19.986602999999999,Yes,No,Herbivorous,"Herbivorous (e.g., mainly vegeterian, Gaulke 2011) / omnivorous (Alcala 1986): flowers, shootsAnd insects, seeAlso Smith 1993",Diurnal,NA,NA,NA,NA,non-fanged,15.2,812.83051620000003,NA,280,280,NA,NA,NA,oviparous,NA,7.5,3,12,3.5,NA,NA,NA,NA,NA,Yes,Vulnerable,Decreasing
Hydrosaurus weberi,Squamata,Sauria,Agamidae,Hydrosaurus,Barbour,1911,No,Australo-Pacific,Semiaquatic,Forest/Wetlands,3,703,NA,NA,20.721291000000001,Yes,No,Herbivorous,Herbivorous,Diurnal,NA,NA,NA,NA,non-fanged,18,1348.9628829999999,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Hypnale hypnale,Squamata,Serpentes,Viperidae,Hypnale,Merrem,1820,No,Oriental,Terrestrial,Forest,117,1721,NA,NA,0.56000000000000005,No,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,7.3,91.507233560000003,550,NA,NA,NA,NA,NA,viviparous,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Yes,Least Concern,Unknown
Hypnale nepa,Squamata,Serpentes,Viperidae,Hypnale,Laurenti,1768,No,Oriental,Terrestrial,Forest/Grassland,0,1830,24.47738,68.413200000000003,0.18,Yes,Yes,NA,NA,Nocturnal,NA,NA,NA,NA,front-fanged,7.3,32.903258389999998,387,NA,NA,NA,NA,NA,viviparous,NA,5,NA,NA,NA,No,No,NA,NA,NA,Yes,Endangered,Decreasing
Hypnale zara,Squamata,Serpentes,Viperidae,Hypnale,Gray,1849,No,Oriental,Terrestrial,Forest,117,1721,NA,NA,0.16,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,front-fanged,NA,58.006031749999998,NA,NA,NA,NA,NA,NA,viviparous,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Yes,Near Threatened,Unknown
Hypoptophis wilsonii,Squamata,Serpentes,Atractaspididae,Hypoptophis,Boulenger,1908,No,Afrotropic,Terrestrial,Forest,NA,NA,NA,NA,0.25,No,Yes,NA,NA,NA,NA,NA,NA,slit (or vertical elliptical),front-fanged,NA,26.429125670000001,540,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Unknown
